TABLE_SCHEMA	TABLE_NAME	COLUMN_NAME	DATA_TYPE	CHARACTER_MAXIMUM_LENGTH	IS_NULLABLE
HangFire	Counter	ExpireAt	datetime	NULL	YES
HangFire	Counter	Id	bigint	NULL	NO
HangFire	Hash	Key	nvarchar	100	NO
HangFire	Hash	Field	nvarchar	100	NO
HangFire	Hash	Value	nvarchar	-1	YES
HangFire	Hash	ExpireAt	datetime2	NULL	YES
HangFire	Job	Id	bigint	NULL	NO
HangFire	Job	StateId	bigint	NULL	YES
HangFire	Job	StateName	nvarchar	20	YES
HangFire	Job	InvocationData	nvarchar	-1	NO
HangFire	Job	Arguments	nvarchar	-1	NO
HangFire	Job	CreatedAt	datetime	NULL	NO
HangFire	Job	ExpireAt	datetime	NULL	YES
HangFire	JobParameter	JobId	bigint	NULL	NO
HangFire	JobParameter	Name	nvarchar	40	NO
HangFire	JobParameter	Value	nvarchar	-1	YES
HangFire	JobQueue	Id	bigint	NULL	NO
HangFire	JobQueue	JobId	bigint	NULL	NO
HangFire	JobQueue	Queue	nvarchar	50	NO
HangFire	JobQueue	FetchedAt	datetime	NULL	YES
HangFire	List	Id	bigint	NULL	NO
HangFire	List	Key	nvarchar	100	NO
HangFire	List	Value	nvarchar	-1	YES
HangFire	List	ExpireAt	datetime	NULL	YES
HangFire	Schema	Version	int	NULL	NO
HangFire	Server	Id	nvarchar	200	NO
HangFire	Server	Data	nvarchar	-1	YES
HangFire	Server	LastHeartbeat	datetime	NULL	NO
HangFire	Set	Key	nvarchar	100	NO
HangFire	Set	Score	float	NULL	NO
HangFire	Set	Value	nvarchar	256	NO
HangFire	Set	ExpireAt	datetime	NULL	YES
HangFire	State	Id	bigint	NULL	NO
HangFire	State	JobId	bigint	NULL	NO
HangFire	State	Name	nvarchar	20	NO
HangFire	State	Reason	nvarchar	100	YES
HangFire	State	CreatedAt	datetime	NULL	NO
HangFire	State	Data	nvarchar	-1	YES
sys	database_firewall_rules	id	int	NULL	NO
sys	database_firewall_rules	name	nvarchar	128	NO
sys	database_firewall_rules	start_ip_address	varchar	45	NO
sys	database_firewall_rules	end_ip_address	varchar	45	NO
sys	database_firewall_rules	create_date	datetime	NULL	NO
sys	database_firewall_rules	modify_date	datetime	NULL	NO
